date,n_assets,sdf_payoff,mean_realized_return,mean_target_return,mean_expected_return,rms_pricing_error,rms_forecast_error,rms_reconstruction_error,mean_factor_effective_n,mean_abs_factor_weight,fold
2017-09-01,2134,0.9975729584693909,0.007630189880728722,4.4689518752250024e-10,-0.00270718801766634,0.09131556749343872,0.09142202138900757,0.09118436276912689,2105.12060546875,0.0004686035681515932,12
2017-10-01,2117,1.0002166032791138,0.03593664616346359,0.0,-0.0028851847164332867,0.11306559294462204,0.11320564150810242,0.11286791414022446,2092.94775390625,0.0004723665479104966,12
2017-11-01,2132,1.0002145767211914,0.006222504656761885,2.2365720386829935e-10,-0.002813937608152628,0.08840432018041611,0.08878768980503082,0.08736099302768707,2115.77099609375,0.0004690431524068117,12
2017-12-01,2135,0.9997067451477051,0.03331838548183441,-5.583573048362211e-10,-0.0033501985017210245,0.1062765121459961,0.10660123825073242,0.10578110069036484,2114.1162109375,0.00046838412526994944,12
2018-01-01,2138,0.9996118545532227,-0.03495199978351593,-3.1224136609608877e-09,-0.0024429161567240953,0.09950132668018341,0.09977506846189499,0.09944779425859451,2128.75537109375,0.00046772684436291456,13
2018-02-01,2121,0.9999988675117493,0.003972822334617376,-6.744514391421319e-10,0.0008853686740621924,0.09231448918581009,0.0921444445848465,0.0922507792711258,2111.56298828125,0.00047147570876404643,13
2018-03-01,2110,1.0000782012939453,0.008860224857926369,-1.1299459146130175e-09,0.0006299995584413409,0.09285588562488556,0.09322452545166016,0.09268209338188171,2101.1640625,0.00047393361455760896,13
2018-04-01,2136,1.000657558441162,0.05113014951348305,-3.348575638995044e-09,0.00014433420437853783,0.11957782506942749,0.12019156664609909,0.11631479114294052,2119.94873046875,0.00046816476969979703,13
2018-05-01,2157,0.9998933672904968,0.011067323386669159,4.973961797993809e-10,-0.001574373571202159,0.09399423748254776,0.09405268728733063,0.09410064667463303,2143.05078125,0.0004636068479157984,13
2018-06-01,2171,1.0002866983413696,0.01890944503247738,5.490985097167389e-11,-0.00028566489345394075,0.09122151136398315,0.09100505709648132,0.09038321673870087,2157.27783203125,0.0004606171860359609,13
2018-07-01,2177,1.0000325441360474,0.04040815308690071,-1.314204411961839e-09,-0.0004863264912273735,0.12330836802721024,0.12356699258089066,0.1221342533826828,2165.385009765625,0.0004593477351590991,13
2018-08-01,2195,1.0004154443740845,-0.01917101815342903,-2.063759829695755e-09,-0.002130711218342185,0.09336067736148834,0.09315060079097748,0.09253370016813278,2185.54931640625,0.0004555808554869145,13
2018-09-01,2183,1.000166893005371,-0.10275469720363617,6.552961506756105e-10,-0.00048567255726084113,0.10638014227151871,0.1057644635438919,0.10247873514890671,2171.4814453125,0.000458085210993886,13
2018-10-01,2132,0.9990355968475342,0.014288216829299927,0.0,0.000937878736294806,0.11397742480039597,0.11411814391613007,0.1138995960354805,2116.92626953125,0.0004690431524068117,13
2018-11-01,2117,0.999960720539093,-0.1153428927063942,-5.405806025038373e-09,-3.341211413498968e-05,0.09002377837896347,0.08952309936285019,0.08849551528692245,2103.029296875,0.0004723665479104966,13
2018-12-01,2049,0.9996947646141052,0.114534392952919,3.374396762012566e-09,-0.0002399738586973399,0.10762705653905869,0.10849206149578094,0.10408823192119598,2032.3817138671875,0.00048804294783622026,13
2019-01-01,2081,0.9994056224822998,0.053513433784246445,5.041046247100667e-09,-0.0005988728953525424,0.1079842820763588,0.10843658447265625,0.10800638794898987,2054.590576171875,0.00048053820501081645,14
2019-02-01,2099,1.0000040531158447,-0.018360884860157967,0.0,9.788987517822534e-05,0.09314461052417755,0.09341773390769958,0.09305567294359207,2073.55810546875,0.0004764173354487866,14
2019-03-01,2081,0.9998854398727417,0.03658472001552582,1.603969290719931e-09,0.0005793383461423218,0.09004020690917969,0.08968900144100189,0.08956620842218399,2052.01025390625,0.00048053820501081645,14
